sample interval	  ECG I	iltered
           1912	 -0.055	 -0.090
           1913	 -0.065	 -0.090
           1914	 -0.075	 -0.090
           1915	 -0.075	 -0.090
           1916	 -0.065	 -0.085
           1917	 -0.045	 -0.085
           1918	 -0.035	 -0.080
           1919	 -0.025	 -0.080
           1920	 -0.035	 -0.075
           1921	 -0.035	 -0.070
           1922	 -0.040	 -0.070
           1923	 -0.045	 -0.065
           1924	 -0.060	 -0.065
           1925	 -0.060	 -0.065
           1926	 -0.040	 -0.065
           1927	 -0.035	 -0.065
           1928	 -0.030	 -0.070
           1929	 -0.020	 -0.070
           1930	 -0.015	 -0.075
           1931	 -0.030	 -0.075
           1932	 -0.035	 -0.075
           1933	 -0.040	 -0.070
           1934	 -0.050	 -0.070
           1935	 -0.045	 -0.065
           1936	 -0.050	 -0.060
           1937	 -0.025	 -0.055
           1938	  0.005	 -0.045
           1939	  0.010	 -0.040
           1940	  0.020	 -0.035
           1941	  0.030	 -0.035
           1942	  0.035	 -0.030
           1943	  0.030	 -0.025
           1944	  0.035	 -0.020
           1945	  0.025	 -0.015
           1946	  0.040	 -0.010
           1947	  0.045	  0.000
           1948	  0.055	  0.005
           1949	  0.065	  0.010
           1950	  0.075	  0.015
           1951	  0.065	  0.020
           1952	  0.055	  0.020
           1953	  0.045	  0.025
           1954	  0.040	  0.025
           1955	  0.055	  0.030
           1956	  0.065	  0.030
           1957	  0.090	  0.035
           1958	  0.105	  0.040
           1959	  0.125	  0.045
           1960	  0.130	  0.045
           1961	  0.095	  0.050
           1962	  0.090	  0.055
           1963	  0.100	  0.060
           1964	  0.090	  0.060
           1965	  0.095	  0.060
           1966	  0.100	  0.060
           1967	  0.110	  0.060
           1968	  0.125	  0.060
           1969	  0.135	  0.060
           1970	  0.145	  0.065
           1971	  0.145	  0.065
           1972	  0.130	  0.070
           1973	  0.135	  0.075
           1974	  0.120	  0.080
           1975	  0.125	  0.085
           1976	  0.125	  0.090
           1977	  0.135	  0.090
           1978	  0.145	  0.095
           1979	  0.155	  0.100
           1980	  0.170	  0.105
           1981	  0.160	  0.110
           1982	  0.165	  0.110
           1983	  0.165	  0.115
           1984	  0.155	  0.115
           1985	  0.155	  0.115
           1986	  0.160	  0.115
           1987	  0.155	  0.115
           1988	  0.165	  0.115
           1989	  0.180	  0.110
           1990	  0.165	  0.105
           1991	  0.160	  0.100
           1992	  0.160	  0.100
           1993	  0.160	  0.100
           1994	  0.140	  0.095
           1995	  0.130	  0.095
           1996	  0.140	  0.095
           1997	  0.140	  0.095
           1998	  0.135	  0.095
           1999	  0.135	  0.095
           2000	  0.130	  0.090
           2001	  0.110	  0.085
           2002	  0.110	  0.085
           2003	  0.095	  0.080
           2004	  0.090	  0.075
           2005	  0.095	  0.075
           2006	  0.105	  0.075
           2007	  0.120	  0.070
           2008	  0.125	  0.070
           2009	  0.120	  0.065
           2010	  0.110	  0.060
           2011	  0.105	  0.055
           2012	  0.090	  0.050
           2013	  0.085	  0.045
           2014	  0.070	  0.040
           2015	  0.085	  0.040
           2016	  0.105	  0.035
           2017	  0.100	  0.035
           2018	  0.105	  0.040
           2019	  0.100	  0.040
           2020	  0.095	  0.035
           2021	  0.080	  0.035
           2022	  0.070	  0.030
           2023	  0.075	  0.025
           2024	  0.055	  0.020
           2025	  0.070	  0.015
           2026	  0.070	  0.010
           2027	  0.080	  0.010
           2028	  0.085	  0.010
           2029	  0.100	  0.015
           2030	  0.085	  0.020
           2031	  0.065	  0.025
           2032	  0.060	  0.030
           2033	  0.050	  0.035
           2034	  0.050	  0.040
           2035	  0.055	  0.040
           2036	  0.070	  0.040
           2037	  0.080	  0.035
           2038	  0.085	  0.030
           2039	  0.085	  0.025
           2040	  0.070	  0.020
           2041	  0.065	  0.015
           2042	  0.065	  0.015
           2043	  0.045	  0.015
           2044	  0.065	  0.015
           2045	  0.065	  0.015
           2046	  0.065	  0.015
           2047	  0.070	  0.015
           2048	  0.060	  0.010
           2049	  0.070	  0.005
           2050	  0.060	 -0.005
           2051	  0.035	 -0.010
           2052	  0.030	 -0.015
           2053	  0.040	 -0.015
           2054	  0.055	 -0.005
           2055	  0.085	  0.015
           2056	  0.130	  0.045
           2057	  0.185	  0.090
           2058	  0.235	  0.145
           2059	  0.290	  0.210
           2060	  0.330	  0.285
           2061	  0.395	  0.365
           2062	  0.500	  0.445
           2063	  0.605	  0.520
           2064	  0.705	  0.585
           2065	  0.755	  0.630
           2066	  0.755	  0.655
           2067	  0.740	  0.655
           2068	  0.695	  0.630
           2069	  0.615	  0.570
           2070	  0.515	  0.490
           2071	  0.430	  0.390
           2072	  0.325	  0.280
           2073	  0.190	  0.165
           2074	  0.070	  0.065
           2075	 -0.015	 -0.015
           2076	 -0.045	 -0.075
           2077	 -0.040	 -0.105
           2078	 -0.020	 -0.115
           2079	  0.015	 -0.100
           2080	  0.025	 -0.080
           2081	  0.025	 -0.050
           2082	  0.040	 -0.020
           2083	  0.060	  0.005
           2084	  0.085	  0.020
           2085	  0.090	  0.030
           2086	  0.100	  0.030
           2087	  0.120	  0.030
           2088	  0.110	  0.030
           2089	  0.090	  0.030
           2090	  0.075	  0.030
           2091	  0.070	  0.035
           2092	  0.065	  0.040
           2093	  0.070	  0.040
           2094	  0.070	  0.040
           2095	  0.085	  0.040
           2096	  0.090	  0.035
           2097	  0.105	  0.030
           2098	  0.105	  0.025
           2099	  0.110	  0.020
           2100	  0.095	  0.015
           2101	  0.095	  0.015
           2102	  0.085	  0.015
           2103	  0.085	  0.015
           2104	  0.085	  0.020
           2105	  0.100	  0.020
           2106	  0.110	  0.025
           2107	  0.120	  0.025
           2108	  0.130	  0.025
           2109	  0.110	  0.030
           2110	  0.090	  0.030
           2111	  0.075	  0.025
           2112	  0.070	  0.025
           2113	  0.070	  0.025
           2114	  0.075	  0.025
           2115	  0.095	  0.025
           2116	  0.115	  0.025
           2117	  0.125	  0.025
           2118	  0.130	  0.030
           2119	  0.125	  0.030
           2120	  0.115	  0.030
           2121	  0.105	  0.030
           2122	  0.100	  0.030
           2123	  0.105	  0.030
           2124	  0.110	  0.030
           2125	  0.120	  0.030
           2126	  0.125	  0.030
           2127	  0.125	  0.035
           2128	  0.130	  0.035
           2129	  0.130	  0.040
           2130	  0.105	  0.045
           2131	  0.105	  0.050
           2132	  0.120	  0.055
           2133	  0.105	  0.060
           2134	  0.110	  0.065
           2135	  0.120	  0.065
           2136	  0.130	  0.070
           2137	  0.145	  0.065
           2138	  0.165	  0.065
           2139	  0.150	  0.060
           2140	  0.140	  0.055
           2141	  0.130	  0.050
           2142	  0.125	  0.050
           2143	  0.130	  0.050
           2144	  0.130	  0.050
           2145	  0.140	  0.055
           2146	  0.140	  0.055
           2147	  0.145	  0.060
           2148	  0.165	  0.065
           2149	  0.170	  0.070
           2150	  0.160	  0.075
           2151	  0.160	  0.080
           2152	  0.165	  0.085
           2153	  0.160	  0.095
           2154	  0.185	  0.100
           2155	  0.180	  0.110
           2156	  0.195	  0.120
           2157	  0.200	  0.125
           2158	  0.210	  0.130
           2159	  0.205	  0.135
           2160	  0.200	  0.140
           2161	  0.200	  0.140
           2162	  0.200	  0.140
           2163	  0.200	  0.145
           2164	  0.215	  0.145
           2165	  0.225	  0.150
           2166	  0.250	  0.155
           2167	  0.260	  0.165
           2168	  0.270	  0.170
           2169	  0.255	  0.180
           2170	  0.255	  0.185
           2171	  0.260	  0.190
           2172	  0.260	  0.190
           2173	  0.245	  0.190
           2174	  0.260	  0.190
           2175	  0.270	  0.190
           2176	  0.265	  0.185
           2177	  0.270	  0.185
           2178	  0.255	  0.185
           2179	  0.265	  0.185
           2180	  0.260	  0.190
           2181	  0.245	  0.195
           2182	  0.240	  0.195
           2183	  0.235	  0.195
           2184	  0.240	  0.195
           2185	  0.255	  0.190
           2186	  0.235	  0.190
           2187	  0.240	  0.180
           2188	  0.240	  0.175
           2189	  0.220	  0.165
           2190	  0.200	  0.155
           2191	  0.180	  0.145
           2192	  0.165	  0.135
           2193	  0.150	  0.125
           2194	  0.155	  0.110
           2195	  0.155	  0.100
           2196	  0.150	  0.090
           2197	  0.135	  0.075
           2198	  0.120	  0.060
           2199	  0.090	  0.050
           2200	  0.085	  0.040
           2201	  0.070	  0.030
           2202	  0.050	  0.020
           2203	  0.040	  0.010
           2204	  0.045	  0.005
           2205	  0.045	  0.000
           2206	  0.040	 -0.010
           2207	  0.050	 -0.015
           2208	  0.045	 -0.020
           2209	  0.030	 -0.025
           2210	  0.010	 -0.030
           2211	 -0.005	 -0.040
           2212	 -0.015	 -0.045
           2213	 -0.025	 -0.050
           2214	 -0.015	 -0.055
           2215	 -0.010	 -0.055
           2216	  0.000	 -0.060
           2217	  0.005	 -0.060
           2218	  0.005	 -0.065
           2219	 -0.020	 -0.065
           2220	 -0.030	 -0.070
           2221	 -0.045	 -0.080
           2222	 -0.060	 -0.085
           2223	 -0.040	 -0.095
           2224	 -0.040	 -0.100
           2225	 -0.020	 -0.105
           2226	 -0.015	 -0.110
           2227	 -0.015	 -0.110
           2228	 -0.010	 -0.110
           2229	 -0.020	 -0.110
           2230	 -0.050	 -0.105
           2231	 -0.055	 -0.105
           2232	 -0.075	 -0.100
           2233	 -0.060	 -0.100
           2234	 -0.055	 -0.100
           2235	 -0.035	 -0.100
           2236	 -0.030	 -0.105
           2237	 -0.030	 -0.105
           2238	 -0.025	 -0.105
           2239	 -0.040	 -0.105
           2240	 -0.060	 -0.105
           2241	 -0.055	 -0.105
           2242	 -0.055	 -0.105
           2243	 -0.065	 -0.105
           2244	 -0.060	 -0.110
           2245	 -0.050	 -0.110
           2246	 -0.030	 -0.115
           2247	 -0.020	 -0.115
           2248	 -0.020	 -0.115
           2249	 -0.030	 -0.120
           2250	 -0.040	 -0.120
           2251	 -0.050	 -0.115
           2252	 -0.065	 -0.115
           2253	 -0.070	 -0.110
           2254	 -0.055	 -0.110
           2255	 -0.035	 -0.105
           2256	 -0.025	 -0.105
           2257	 -0.020	 -0.105
           2258	 -0.015	 -0.105
           2259	 -0.030	 -0.105
           2260	 -0.045	 -0.105
           2261	 -0.045	 -0.110
           2262	 -0.050	 -0.110
           2263	 -0.040	 -0.110
           2264	 -0.025	 -0.110
           2265	 -0.015	 -0.105
           2266	 -0.015	 -0.105
           2267	  0.000	 -0.100
           2268	 -0.010	 -0.095
           2269	 -0.035	 -0.095
           2270	 -0.055	 -0.090
           2271	 -0.040	 -0.090
           2272	 -0.065	 -0.090
           2273	 -0.040	 -0.095
           2274	 -0.050	 -0.100
           2275	 -0.035	 -0.100
           2276	 -0.010	 -0.105
           2277	  0.005	 -0.105
           2278	 -0.020	 -0.105
           2279	 -0.040	 -0.105
           2280	 -0.040	 -0.100
           2281	 -0.040	 -0.090
           2282	 -0.065	 -0.085
           2283	 -0.045	 -0.080
           2284	 -0.035	 -0.075
           2285	 -0.025	 -0.070
           2286	 -0.025	 -0.070
           2287	 -0.010	 -0.075
           2288	 -0.015	 -0.080
           2289	 -0.035	 -0.085
           2290	 -0.035	 -0.090
           2291	 -0.045	 -0.095
           2292	 -0.050	 -0.095
           2293	 -0.050	 -0.095
           2294	 -0.040	 -0.090
           2295	 -0.040	 -0.090
           2296	 -0.045	 -0.085
           2297	 -0.025	 -0.085
           2298	 -0.040	 -0.085
           2299	 -0.045	 -0.085
           2300	 -0.055	 -0.085
           2301	 -0.070	 -0.090
           2302	 -0.070	 -0.090
           2303	 -0.060	 -0.090
           2304	 -0.045	 -0.090
           2305	 -0.035	 -0.090
           2306	 -0.030	 -0.085
           2307	 -0.025	 -0.080
           2308	 -0.025	 -0.080
           2309	 -0.035	 -0.080
           2310	 -0.050	 -0.080
           2311	 -0.075	 -0.085
           2312	 -0.100	 -0.090
           2313	 -0.070	 -0.095
           2314	 -0.050	 -0.100
           2315	 -0.050	 -0.100
           2316	 -0.040	 -0.105
           2317	 -0.035	 -0.105
           2318	 -0.040	 -0.110
           2319	 -0.050	 -0.105
           2320	 -0.060	 -0.105
           2321	 -0.075	 -0.105
           2322	 -0.070	 -0.105
           2323	 -0.050	 -0.100
           2324	 -0.050	 -0.100
           2325	 -0.050	 -0.095
           2326	 -0.040	 -0.095
           2327	 -0.035	 -0.095
           2328	 -0.045	 -0.095
           2329	 -0.060	 -0.095
           2330	 -0.070	 -0.100
           2331	 -0.075	 -0.100
           2332	 -0.080	 -0.105
           2333	 -0.075	 -0.105
           2334	 -0.040	 -0.105
           2335	 -0.045	 -0.110
           2336	 -0.040	 -0.110
           2337	 -0.035	 -0.110
           2338	 -0.055	 -0.110
           2339	 -0.055	 -0.110
           2340	 -0.065	 -0.115
           2341	 -0.075	 -0.115
           2342	 -0.075	 -0.115
           2343	 -0.060	 -0.120
           2344	 -0.065	 -0.120
           2345	 -0.060	 -0.120
           2346	 -0.055	 -0.115
           2347	 -0.045	 -0.110
           2348	 -0.045	 -0.105
           2349	 -0.060	 -0.100
           2350	 -0.080	 -0.095
           2351	 -0.070	 -0.090
           2352	 -0.075	 -0.090
           2353	 -0.060	 -0.090
           2354	 -0.055	 -0.090
           2355	 -0.065	 -0.095
           2356	 -0.045	 -0.100
           2357	 -0.045	 -0.105
           2358	 -0.050	 -0.105
           2359	 -0.065	 -0.110
           2360	 -0.065	 -0.110
           2361	 -0.075	 -0.105
           2362	 -0.080	 -0.105
           2363	 -0.065	 -0.100
           2364	 -0.055	 -0.095
           2365	 -0.050	 -0.095
           2366	 -0.050	 -0.090
           2367	 -0.040	 -0.090
           2368	 -0.060	 -0.090
           2369	 -0.065	 -0.095
           2370	 -0.075	 -0.095
           2371	 -0.085	 -0.100
           2372	 -0.080	 -0.105
           2373	 -0.065	 -0.110
           2374	 -0.060	 -0.110
           2375	 -0.055	 -0.115
           2376	 -0.050	 -0.110
           2377	 -0.035	 -0.110
           2378	 -0.065	 -0.105
           2379	 -0.070	 -0.100
           2380	 -0.055	 -0.095
           2381	 -0.085	 -0.090
           2382	 -0.070	 -0.085
           2383	 -0.065	 -0.085
           2384	 -0.045	 -0.090
           2385	 -0.060	 -0.095
           2386	 -0.050	 -0.105
           2387	 -0.045	 -0.110
           2388	 -0.070	 -0.115
           2389	 -0.080	 -0.120
           2390	 -0.075	 -0.125
           2391	 -0.085	 -0.120
           2392	 -0.090	 -0.115
           2393	 -0.070	 -0.110
           2394	 -0.050	 -0.105
           2395	 -0.055	 -0.095
           2396	 -0.045	 -0.090
           2397	 -0.040	 -0.085
           2398	 -0.050	 -0.085
           2399	 -0.075	 -0.085
           2400	 -0.075	 -0.085
           2401	 -0.090	 -0.090
           2402	 -0.090	 -0.090
           2403	 -0.075	 -0.095
           2404	 -0.070	 -0.095
           2405	 -0.060	 -0.095
           2406	 -0.045	 -0.095
           2407	 -0.050	 -0.095
           2408	 -0.065	 -0.095
           2409	 -0.080	 -0.090
           2410	 -0.075	 -0.090
           2411	 -0.075	 -0.090
           2412	 -0.065	 -0.090
           2413	 -0.065	 -0.090
           2414	 -0.065	 -0.090
           2415	 -0.065	 -0.090
           2416	 -0.050	 -0.095
           2417	 -0.065	 -0.095
           2418	 -0.075	 -0.095
           2419	 -0.075	 -0.100
           2420	 -0.075	 -0.100
           2421	 -0.085	 -0.100
           2422	 -0.075	 -0.100
           2423	 -0.060	 -0.095
           2424	 -0.040	 -0.090
           2425	 -0.040	 -0.085
           2426	 -0.030	 -0.080
           2427	 -0.030	 -0.075
           2428	 -0.045	 -0.065
           2429	 -0.055	 -0.060
           2430	 -0.055	 -0.060
           2431	 -0.050	 -0.055
           2432	 -0.045	 -0.055
           2433	 -0.040	 -0.055
           2434	 -0.035	 -0.055
           2435	 -0.015	 -0.055
           2436	  0.000	 -0.055
           2437	 -0.005	 -0.050
           2438	 -0.015	 -0.050
           2439	 -0.020	 -0.050
           2440	 -0.020	 -0.045
           2441	 -0.015	 -0.040
           2442	  0.000	 -0.035
           2443	 -0.010	 -0.035
           2444	  0.005	 -0.030
           2445	  0.010	 -0.025
           2446	  0.010	 -0.025
           2447	 -0.005	 -0.025
           2448	 -0.010	 -0.025
           2449	 -0.015	 -0.025
           2450	 -0.015	 -0.030
           2451	 -0.025	 -0.030
           2452	 -0.020	 -0.035
           2453	 -0.010	 -0.040
           2454	  0.010	 -0.040
           2455	  0.000	 -0.045
           2456	 -0.005	 -0.045
           2457	 -0.030	 -0.050
           2458	 -0.045	 -0.050
           2459	 -0.060	 -0.055
           2460	 -0.065	 -0.060
           2461	 -0.080	 -0.060
           2462	 -0.080	 -0.065
           2463	 -0.070	 -0.070
           2464	 -0.065	 -0.070
           2465	 -0.050	 -0.075
           2466	 -0.045	 -0.075
           2467	 -0.060	 -0.075
           2468	 -0.065	 -0.075
           2469	 -0.075	 -0.080
           2470	 -0.090	 -0.080
           2471	 -0.105	 -0.080
           2472	 -0.085	 -0.080
           2473	 -0.065	 -0.085
           2474	 -0.065	 -0.090
           2475	 -0.070	 -0.090
           2476	 -0.055	 -0.095
           2477	 -0.060	 -0.100
           2478	 -0.075	 -0.100
           2479	 -0.095	 -0.105
           2480	 -0.105	 -0.105
           2481	 -0.120	 -0.105
           2482	 -0.110	 -0.105
           2483	 -0.075	 -0.105
           2484	 -0.080	 -0.105
           2485	 -0.070	 -0.105
           2486	 -0.060	 -0.100
           2487	 -0.080	 -0.100
           2488	 -0.095	 -0.100
           2489	 -0.110	 -0.100
           2490	 -0.100	 -0.100
           2491	 -0.090	 -0.095
           2492	 -0.095	 -0.095
           2493	 -0.085	 -0.090
           2494	 -0.075	 -0.085
           2495	 -0.075	 -0.085
           2496	 -0.065	 -0.085
           2497	 -0.080	 -0.085
           2498	 -0.100	 -0.085
           2499	 -0.100	 -0.085
           2500	 -0.100	 -0.090
           2501	 -0.100	 -0.095
           2502	 -0.090	 -0.095
           2503	 -0.090	 -0.100
           2504	 -0.080	 -0.100
           2505	 -0.095	 -0.105
           2506	 -0.090	 -0.105
           2507	 -0.100	 -0.110
           2508	 -0.105	 -0.115
           2509	 -0.125	 -0.115
           2510	 -0.145	 -0.120
           2511	 -0.145	 -0.115
           2512	 -0.115	 -0.110
           2513	 -0.075	 -0.090
           2514	 -0.020	 -0.065
           2515	  0.035	 -0.020
           2516	  0.090	  0.030
           2517	  0.120	  0.100
           2518	  0.180	  0.175
           2519	  0.245	  0.260
           2520	  0.325	  0.350
           2521	  0.425	  0.435
           2522	  0.555	  0.510
           2523	  0.640	  0.570
           2524	  0.650	  0.605
           2525	  0.645	  0.610
           2526	  0.595	  0.590
           2527	  0.520	  0.540
           2528	  0.425	  0.465
           2529	  0.335	  0.365
           2530	  0.245	  0.260
           2531	  0.130	  0.150
           2532	  0.020	  0.045
           2533	 -0.090	 -0.040
           2534	 -0.165	 -0.105
           2535	 -0.170	 -0.145
           2536	 -0.145	 -0.165
           2537	 -0.125	 -0.165
           2538	 -0.125	 -0.150
           2539	 -0.115	 -0.135
           2540	 -0.105	 -0.115
           2541	 -0.095	 -0.095
           2542	 -0.070	 -0.085
           2543	 -0.060	 -0.075
           2544	 -0.040	 -0.075
           2545	 -0.040	 -0.075
           2546	 -0.035	 -0.075
           2547	 -0.055	 -0.070
           2548	 -0.070	 -0.070
           2549	 -0.085	 -0.065
           2550	 -0.085	 -0.060
           2551	 -0.080	 -0.055
           2552	 -0.065	 -0.050
           2553	 -0.050	 -0.050
           2554	 -0.035	 -0.050
           2555	 -0.025	 -0.050
           2556	 -0.025	 -0.050
           2557	 -0.030	 -0.050
           2558	 -0.025	 -0.050
           2559	 -0.060	 -0.045
           2560	 -0.075	 -0.045
           2561	 -0.070	 -0.045
           2562	 -0.060	 -0.045
           2563	 -0.050	 -0.045
           2564	 -0.050	 -0.045
           2565	 -0.030	 -0.045
           2566	 -0.030	 -0.045
           2567	 -0.040	 -0.040
           2568	 -0.050	 -0.040
           2569	 -0.050	 -0.035
           2570	 -0.060	 -0.035
           2571	 -0.050	 -0.030
           2572	 -0.045	 -0.030
           2573	 -0.030	 -0.030
           2574	 -0.015	 -0.030
           2575	 -0.010	 -0.030
           2576	 -0.030	 -0.030
           2577	 -0.035	 -0.030
           2578	 -0.035	 -0.030
           2579	 -0.040	 -0.030
           2580	 -0.040	 -0.025
           2581	 -0.030	 -0.020
           2582	 -0.015	 -0.015
           2583	 -0.010	 -0.010
           2584	 -0.005	 -0.005
           2585	  0.010	 -0.005
           2586	  0.005	  0.000
           2587	 -0.020	  0.000
           2588	 -0.030	  0.000
           2589	 -0.040	  0.000
           2590	 -0.045	  0.000
           2591	 -0.045	  0.000
           2592	 -0.020	  0.000
           2593	 -0.010	  0.000
           2594	  0.005	  0.005
           2595	  0.020	  0.005
           2596	  0.015	  0.010
           2597	  0.000	  0.015
           2598	 -0.005	  0.015
           2599	 -0.015	  0.020
           2600	 -0.010	  0.020
           2601	  0.005	  0.020
           2602	  0.015	  0.025
           2603	  0.020	  0.025
           2604	  0.030	  0.025
           2605	  0.050	  0.025
           2606	  0.035	  0.030
           2607	  0.020	  0.035
           2608	  0.025	  0.040
           2609	  0.030	  0.045
           2610	  0.030	  0.050
           2611	  0.050	  0.055
           2612	  0.060	  0.060
           2613	  0.080	  0.065
           2614	  0.085	  0.070
           2615	  0.110	  0.075
           2616	  0.100	  0.080
           2617	  0.080	  0.085
           2618	  0.075	  0.090
           2619	  0.070	  0.095
           2620	  0.080	  0.100
           2621	  0.095	  0.105
           2622	  0.115	  0.115
           2623	  0.125	  0.120
           2624	  0.150	  0.130
           2625	  0.160	  0.135
           2626	  0.160	  0.145
           2627	  0.160	  0.150
           2628	  0.145	  0.160
           2629	  0.145	  0.165
           2630	  0.135	  0.170
           2631	  0.160	  0.175
           2632	  0.175	  0.175
           2633	  0.185	  0.180
           2634	  0.190	  0.185
           2635	  0.195	  0.185
           2636	  0.190	  0.185
           2637	  0.185	  0.185
           2638	  0.175	  0.185
           2639	  0.170	  0.185
           2640	  0.165	  0.185
           2641	  0.180	  0.185
           2642	  0.175	  0.185
           2643	  0.175	  0.185
           2644	  0.170	  0.185
           2645	  0.175	  0.180
           2646	  0.155	  0.180
           2647	  0.145	  0.180
           2648	  0.130	  0.175
           2649	  0.115	  0.170
           2650	  0.105	  0.165
           2651	  0.110	  0.155
           2652	  0.115	  0.145
           2653	  0.110	  0.135
           2654	  0.110	  0.125
           2655	  0.105	  0.115
           2656	  0.080	  0.105
           2657	  0.065	  0.100
           2658	  0.045	  0.090
           2659	  0.015	  0.080
           2660	  0.010	  0.070
           2661	  0.015	  0.060
           2662	  0.015	  0.050
           2663	  0.015	  0.035
           2664	  0.000	  0.025
           2665	  0.015	  0.015
           2666	  0.015	  0.005
           2667	 -0.020	  0.000
           2668	 -0.035	 -0.005
           2669	 -0.045	 -0.005
           2670	 -0.040	 -0.005
           2671	 -0.040	 -0.005
           2672	 -0.035	 -0.005
           2673	 -0.040	 -0.005
           2674	 -0.025	 -0.010
           2675	 -0.020	 -0.015
           2676	 -0.045	 -0.015
           2677	 -0.050	 -0.020
           2678	 -0.065	 -0.025
           2679	 -0.070	 -0.030
           2680	 -0.065	 -0.035
           2681	 -0.045	 -0.035
           2682	 -0.045	 -0.035
           2683	 -0.055	 -0.035
           2684	 -0.045	 -0.030
           2685	 -0.045	 -0.030
           2686	 -0.055	 -0.025
           2687	 -0.070	 -0.025
           2688	 -0.080	 -0.025
           2689	 -0.085	 -0.025
           2690	 -0.085	 -0.030
           2691	 -0.085	 -0.035
           2692	 -0.060	 -0.040
           2693	 -0.065	 -0.045
           2694	 -0.045	 -0.050
           2695	 -0.050	 -0.055
           2696	 -0.060	 -0.060
           2697	 -0.075	 -0.065
           2698	 -0.090	 -0.065
           2699	 -0.085	 -0.060
           2700	 -0.070	 -0.060
           2701	 -0.065	 -0.055
           2702	 -0.060	 -0.050
           2703	 -0.040	 -0.050
           2704	 -0.045	 -0.045
           2705	 -0.050	 -0.040
           2706	 -0.055	 -0.040
           2707	 -0.060	 -0.035
           2708	 -0.070	 -0.035
           2709	 -0.080	 -0.030
           2710	 -0.075	 -0.030
           2711	 -0.060	 -0.030
           2712	 -0.065	 -0.030
           2713	 -0.050	 -0.030
           2714	 -0.030	 -0.035
           2715	 -0.040	 -0.035
           2716	 -0.055	 -0.040
           2717	 -0.055	 -0.040
           2718	 -0.055	 -0.040
           2719	 -0.060	 -0.040
           2720	 -0.060	 -0.035
           2721	 -0.045	 -0.035
           2722	 -0.025	 -0.030
           2723	 -0.020	 -0.025
           2724	 -0.010	 -0.020
           2725	 -0.025	 -0.015
           2726	 -0.055	 -0.015
           2727	 -0.060	 -0.015
           2728	 -0.065	 -0.010
           2729	 -0.065	 -0.010
           2730	 -0.055	 -0.010
           2731	 -0.045	 -0.010
           2732	 -0.035	 -0.010
           2733	 -0.025	 -0.010
           2734	 -0.025	 -0.010
           2735	 -0.035	 -0.010
           2736	 -0.050	 -0.010
           2737	 -0.045	 -0.015
           2738	 -0.050	 -0.020
           2739	 -0.055	 -0.020
           2740	 -0.050	 -0.025
           2741	 -0.040	 -0.025
           2742	 -0.025	 -0.030
           2743	 -0.020	 -0.030
           2744	 -0.015	 -0.025
           2745	 -0.020	 -0.025
           2746	 -0.035	 -0.025
           2747	 -0.035	 -0.025
           2748	 -0.045	 -0.025
           2749	 -0.055	 -0.025
           2750	 -0.045	 -0.025
           2751	 -0.035	 -0.030
           2752	 -0.035	 -0.030
           2753	 -0.030	 -0.035
           2754	 -0.025	 -0.035
           2755	 -0.030	 -0.035
           2756	 -0.045	 -0.035
           2757	 -0.040	 -0.035
           2758	 -0.050	 -0.030
           2759	 -0.055	 -0.025
           2760	 -0.060	 -0.020
           2761	 -0.040	 -0.020
           2762	 -0.030	 -0.015
           2763	 -0.030	 -0.015
           2764	 -0.030	 -0.015
           2765	 -0.050	 -0.015
           2766	 -0.055	 -0.015
           2767	 -0.060	 -0.015
           2768	 -0.060	 -0.020
           2769	 -0.070	 -0.020
           2770	 -0.060	 -0.025
           2771	 -0.050	 -0.025
           2772	 -0.045	 -0.030
           2773	 -0.040	 -0.030
           2774	 -0.030	 -0.030
           2775	 -0.040	 -0.035
           2776	 -0.060	 -0.035
           2777	 -0.060	 -0.040
           2778	 -0.065	 -0.040
           2779	 -0.070	 -0.040
           2780	 -0.065	 -0.040
           2781	 -0.055	 -0.040
           2782	 -0.045	 -0.040
           2783	 -0.045	 -0.040
           2784	 -0.045	 -0.035
           2785	 -0.055	 -0.035
           2786	 -0.050	 -0.030
           2787	 -0.055	 -0.030
           2788	 -0.070	 -0.030
           2789	 -0.070	 -0.030
           2790	 -0.065	 -0.030
           2791	 -0.060	 -0.035
           2792	 -0.045	 -0.040
           2793	 -0.040	 -0.040
           2794	 -0.050	 -0.045
           2795	 -0.055	 -0.045
           2796	 -0.050	 -0.045
           2797	 -0.060	 -0.040
           2798	 -0.070	 -0.040
           2799	 -0.070	 -0.035
           2800	 -0.060	 -0.035
           2801	 -0.055	 -0.035
           2802	 -0.055	 -0.040
           2803	 -0.045	 -0.045
           2804	 -0.055	 -0.055
           2805	 -0.065	 -0.060
           2806	 -0.070	 -0.065
           2807	 -0.065	 -0.065
           2808	 -0.075	 -0.065
           2809	 -0.085	 -0.065
           2810	 -0.070	 -0.060
           2811	 -0.060	 -0.055
           2812	 -0.050	 -0.050
           2813	 -0.050	 -0.045
           2814	 -0.045	 -0.045
           2815	 -0.055	 -0.045
           2816	 -0.065	 -0.045
           2817	 -0.055	 -0.045
           2818	 -0.065	 -0.045
           2819	 -0.070	 -0.050
           2820	 -0.055	 -0.050
           2821	 -0.055	 -0.050
           2822	 -0.060	 -0.050
           2823	 -0.040	 -0.050
           2824	 -0.030	 -0.050
           2825	 -0.050	 -0.050
           2826	 -0.065	 -0.050
           2827	 -0.085	 -0.050
           2828	 -0.065	 -0.050
           2829	 -0.070	 -0.050
